Qualifications,Employment_Type,Age,City,State,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
HSC,SEP,23,Dokmaka,AS,782441,Male,SC,110700,90.37,O,45000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,AGR,33,Gossaigaon,AS,783360,Female,SC,74473,64.28,O,30000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
HSC,NREGI,23,Nsg Camp Manesar,HA,122051,Male,MC,105783,90.97,O,35000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,55,Edamon,KL,691307,Female,SC,110674,85.62,O,32000,06 Semi-Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,NREGI,39,Gandhi Nagar Kottayam,KL,686008,Female,SC,114688,84.28,O,25000,06 Semi-Urban,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,22,Jhalod,GJ,389170,Male,MC,123414,82.17,O,50000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,50,Gra Sahan,BR,845303,Male,MC,117586,77.4,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SEP,22,Sakri Madhubani,BR,847239,Male,MC,39101,25.13,O,28500,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,30,Mathrusri Nagar,AP,500049,Female,SC,98215,76.14,O,35000,04 Metro,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,27,Khagaria Bazar,BR,851204,Male,MC,72656,62.96,O,30000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,30,Tulmulla,JK,191131,Male,SC,71221,58.89,O,20000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,NREGI,43,Rambag,OR,755014,Male,MO,71587,93.05,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
SSC,NREGI,53,Jamni,HP,175049,Female,MC,95775,77.59,O,31000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SAL,37,Juria,AS,782124,Female,SC,111310,92,O,31800,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,DECLINED
PG,SAL,34,Bagalgunte,KA,560073,Male,SC,57537,48.55,O,70000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,45,Dalimb,MH,413604,Male,SC,105242,90.41,O,30000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,29,Bharatpur,RJ,321001,Male,MC,100314,83.49,O,30000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,38,Juhapura,GJ,380055,Male,SC,68698,62.45,O,40000,03 Large Metro,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,27,Jath,MH,416404,Female,SC,74300,73.92,O,65000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,29,Jaipatna,OR,766018,Male,MC,81751,66.79,O,30000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,25,Gossaigaon,AS,783360,Male,MC,87205,50.26,O,30000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,39,Vasundhra,UP,201012,Male,SC,44119,46.08,O,45000,06 Semi-Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,43,Noida,UP,201301,Male,MC,107108,72.42,O,35000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,21,Jalahalli,KA,560013,Female,SC,108967,89.69,O,25000,02 Megapolis (B),NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
SSC,NREGI,42,Gne College,PB,141006,Female,SC,86457,91.36,O,25000,05 Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,36,Chhipa Barod,RJ,325221,Female,MC,76789,84.16,O,25000,07 Rural,CITY PLUS,STARCITY PLUS ES BSVI – MONO TONE,STAR CITY PLUS,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,25,Turki,BR,844127,Male,MC,101233,84.31,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
PG,SEP,22,Banmankhi,BR,854202,Male,MC,138854,82.39,O,60000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
SSC,SEP,39,Basudeopur Chandel,BR,844501,Male,MO,65263,87.32,O,44000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,STU,18,Pandaul,BR,847234,Male,MC,93214,80.08,O,0,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,59,Balua Tri Bazar,BR,845404,Male,MC,132247,84.99,O,26000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,32,Hna,HA,122103,Male,MC,91207,76.44,R,30000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,24,Ko,AS,781123,Male,MC,115861,91.09,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,52,Anandapuram ,TN,628701,Male,MO,40550,62.38,O,30000,06 Semi-Urban,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,30,Sengottai Rs,TN,627809,Male,SC,78169,77.78,O,35000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,23,Talap ,AS,786156,Male,SC,100961,84.85,O,30000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,SEP,30,Nihal Khera,PB,152122,Male,MC,75233,96.52,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
GRAD,SEP,27,Devanahalli,KA,562110,Female,SC,100907,83.56,O,30000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,48,Bengenakwa,AS,785702,Male,SC,117946,94.74,O,30000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,36,Muktsar Kty,PB,152026,Male,MC,50640,64.97,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,49,Parihar,BR,843324,Male,MC,99808,85.93,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,35,Barun Aurangabadbh,BR,824112,Male,MC,57141,76.4,O,40000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
HSC,SEP,41,Kaler,BR,824127,Male,MC,96836,69.17,O,35000,06 Semi-Urban,APACHE,APACHE RTR 160 2V BSVI DRUM,160 DRUM,NO_PAST_LOANS,APPROVED
GRAD,SEP,49,Tezu,AR,792001,Female,SC,107153,85.03,O,38000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,41,Narma,BR,843129,Female,MC,137199,90.31,O,27000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,DECLINED
OTHERS,SEP,31,Ludhiana,PB,141001,Male,SC,86401,94.95,O,35000,06 Semi-Urban,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,DECLINED
UG,SEP,21,Pandaul,BR,847234,Male,MC,109294,71.95,O,27500,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,25,Thazhakudy,TN,629901,Male,SC,109730,84.41,O,40000,06 Semi-Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,23,Muvattupuzha Market,KL,686673,Female,SC,126562,93.43,O,30000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
PG,NREGI,30,Perinjanam,KL,680686,Male,SC,94500,84.98,O,30000,06 Semi-Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,42,Kattappana,KL,685508,Female,SC,105000,81.23,O,40000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,29,Palojori,JH,814146,Male,MC,125300,77.73,O,25000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,51,Siwan,BR,841226,Male,SC,81090,66.22,O,45500,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,40,Khunti,JH,835210,Male,MO,52798,74.57,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SEP,27,Vanagar,WB,732209,Male,MC,105927,83.08,O,35000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SAL,24,Baihata Chariali,AS,781381,Female,SC,117044,94.91,O,28000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,31,Lohapur,WB,731237,Male,MC,133500,79.85,O,39000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,AGR,24,Patiladaha,AS,783391,Female,MC,105306,84.92,O,34000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SEP,30,Simaluguri,AS,785686,Female,SC,75665,62.54,O,45000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,21,Palana Khurd,RJ,313204,Male,MC,99750,85.14,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
UG,AGR,20,Ammathi,KA,571211,Male,SC,54500,42.93,O,35000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,21,Dharhara Munger,BR,811212,Male,MC,78211,52.88,O,28000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,34,Along,AR,791001,Female,SC,98985,84.91,O,45000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,30,Tezu,AR,792001,Male,SC,95017,83,O,38000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,24,Williamnagar,ML,794111,Male,MC,106810,87.55,O,35000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,35,Krishnagiri Indl. Estate,TN,635002,Male,SC,50125,39.78,O,25000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,51,Rabindra Sarani,WB,734006,Male,SC,111000,85.77,O,45000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
PG,SEP,40,Trimulgherry,AP,500015,Male,SC,101686,89.99,O,45000,04 Metro,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
UG,NREGI,23,Bhagabangola,WB,742135,Male,MC,137900,84.91,O,45500,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,51,Ramganj North Dinajpur,WB,733207,Male,MC,111300,88.39,O,35000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,43,Lutunia,WB,721166,Male,MO,68759,86.93,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,47,Dhuliyan,WB,742202,Male,MC,123735,79.9,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
OTHERS,SEP,25,Balidangri,WB,721139,Male,MC,94788,74.64,O,40000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SEP,38,Williamnagar,ML,794111,Female,SC,82835,69.61,O,28000,06 Semi-Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
SSC,AGR,29,Kundgate Shahpura,RJ,311404,Male,MO,33571,61.37,O,28000,06 Semi-Urban,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,19,Lanka ,AS,782446,Male,MC,133463,77.82,O,35000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SEP,34,Mothabari,WB,732207,Male,MC,113393,69.82,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,30,Hamren,AS,782486,Male,SC,91766,77.12,O,45000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,25,Pakur Rs,JH,816107,Male,MC,70880,62.08,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SAL,39,Baghmara,ML,794102,Male,SC,95304,77.8,O,32000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,33,Gangavalli,TN,636105,Female,MO,69801,86.17,O,28000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,AGR,43,Marandahalli,TN,636806,Male,MO,39400,49.87,O,42000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SEP,22,Sugauli,BR,845456,Female,MC,57653,77.09,O,29000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,DECLINED
OTHERS,SAL,28,Arankiarana,WB,721642,Male,MC,109338,89.84,O,40000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,23,Jhaljhalia Railway Colony,WB,732102,Male,MC,64177,40.43,O,35000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SEP,25,New Market Jaigaon,WB,736182,Male,MO,66947,80.45,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,47,Mandalgram,WB,713426,Male,MC,114085,92.9,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SEP,58,Bararaghunathpur,WB,733103,Male,MC,78334,63.09,O,38000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SEP,30,Namsai,AR,792103,Male,SC,106608,79.99,O,35000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,25,Barwan Murshidabad,WB,742132,Male,MC,121260,74.66,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,61,Belda,WB,721424,Male,MO,70500,84.74,O,27000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,31,Bhaktinagar,WB,734007,Male,SC,116368,84.77,O,45000,05 Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
OTHERS,AGR,41,Garobadha,ML,794105,Male,SC,102400,84.64,O,30000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,DECLINED
HSC,AGR,32,Nishiganj,WB,736157,Male,MC,116498,93.83,O,40000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SEP,40,Lohardaga Bazar,JH,835302,Female,MC,79183,69.4,O,36000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,27,Alamganj,AS,783339,Male,MC,120900,77.22,O,35000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SEP,27,Garhara,BR,851126,Male,MC,119869,73.99,O,36000,06 Semi-Urban,APACHE,APACHE RTR 180 RM BSVI,APACHE 180 CC,NO_PAST_LOANS,APPROVED
SSC,SEP,57,Dalsinghsarai,BR,848114,Male,MO,60879,81.72,O,44000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,45,Tapsia,WB,721517,Male,MO,56059,70.87,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,AGR,30,Radharghat,WB,742187,Male,SC,87771,68.8,O,65000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,28,Nagar Murshidabad,WB,742159,Female,SC,61633,49.5,O,24000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,22,Dhuliyan,WB,742202,Male,MC,134894,84.98,O,33000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,24,Khakurda,WB,721445,Male,MC,98000,55.95,O,25000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,NO_PAST_LOANS,APPROVED
HSC,NREGI,24,Samsi,WB,732139,Male,MC,81166,65.37,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,SEP,22,Rajgaon,WB,731222,Male,MC,134894,84.98,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,54,Nimtita,WB,742224,Male,MO,70580,84.82,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,DECLINED
OTHERS,NREGI,27,Ramganj North Dinajpur,WB,733207,Male,MC,102925,83,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,48,Nabagram Murshidabad,WB,742184,Male,MO,72606,91.77,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,39,Pingla,WB,721140,Male,MC,123456,77.79,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,55,Sasaram,BR,821115,Male,MO,53554,70.06,O,38000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,44,Chapakwa,AS,786157,Male,SC,83012,72.05,O,38000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,32,Polakampadu Ind. Area,AP,522501,Male,SC,103332,85.47,O,45000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
GRAD,SEP,24,Hayuliang,AR,792104,Female,SC,50647,43.45,O,38000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,21,Nimbahera,RJ,312601,Female,SC,75659,69.41,O,30000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,23,Gummalakshmipuram,AP,535523,Male,MC,130245,75.14,O,85000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,30,Garobadha,ML,794105,Female,SC,102400,84.64,O,30000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,50,Koradacheri,TN,613703,Male,SC,83854,91.58,O,15000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,27,Khakurda,WB,721445,Male,MC,87692,70.66,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,AGR,21,Santinagar ,AS,781314,Male,MC,85560,67.26,O,45000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,AGR,23,Fertilizer Factory,UP,273007,Female,MC,69300,83.49,O,30000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
OTHERS,AGR,30,Chigatere,KA,583127,Male,MO,57626,83.27,O,40000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SEP,46,Championreefs,KA,563117,Male,SC,108763,88.07,O,30000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,30,Vegeswarapuram,AP,534340,Male,MC,84362,67.6,O,35000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,27,Aliganj Jamui,BR,811301,Female,SC,89191,73.8,O,35000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,SEP,29,Rangapara,AS,784505,Female,SC,91997,74.91,O,37000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,55,Saidpur Bazar,UP,233304,Male,MO,62066,82.23,O,25000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,29,Gomia,JH,829111,Male,MC,114000,75.52,O,24000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,25,Sangrampur Bhagalpur,BR,813212,Male,MC,91265,78.61,O,15000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,23,Sikandra Jamui,BR,811315,Male,MO,35094,64.93,O,46000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,SEP,29,Manipur,UP,230132,Male,MC,122781,80.88,O,34000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,DECLINED
GRAD,SEP,23,Budhma,BR,852114,Male,MC,123028,80.07,O,32000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SAL,38,Sankardev Nagar,AS,782442,Male,SC,114328,85.98,O,46000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,NO_PAST_LOANS,APPROVED
UG,SEP,41,Raghunathpur Bazar,BR,845431,Male,MC,87939,75.74,O,42000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SEP,31,Adapur,BR,845301,Male,MC,133922,86.06,O,42000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,27,Malleswaram,KA,560003,Female,SC,124400,87.65,O,65000,02 Megapolis (B),NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,44,Ramnagar West Champaran,BR,845106,Male,MC,106943,91.8,O,20000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
